Geography,Geography,ASP,type
Harrisburg/Scranton,2017-07-16 00:00:00,1.560000000,Organic
Hartford/Springfield,2017-07-16 00:00:00,1.590000000,Conventional
Hartford/Springfield,2017-07-16 00:00:00,1.940000000,Organic
Houston,2017-07-16 00:00:00,1.010000000,Conventional
Houston,2017-07-16 00:00:00,1.410000000,Organic
Indianapolis,2017-07-16 00:00:00,1.350000000,Conventional
Indianapolis,2017-07-16 00:00:00,1.480000000,Organic
Jacksonville,2017-07-16 00:00:00,1.480000000,Conventional
Jacksonville,2017-07-16 00:00:00,2.110000000,Organic
Las Vegas,2017-07-16 00:00:00,1.220000000,Conventional
Las Vegas,2017-07-16 00:00:00,1.890000000,Organic
Los Angeles,2017-07-16 00:00:00,1.370000000,Conventional
Los Angeles,2017-07-16 00:00:00,2.020000000,Organic
Louisville,2017-07-16 00:00:00,1.440000000,Conventional
Louisville,2017-07-16 00:00:00,1.550000000,Organic
Miami/Ft. Lauderdale,2017-07-16 00:00:00,1.480000000,Conventional
Miami/Ft. Lauderdale,2017-07-16 00:00:00,1.440000000,Organic
Midsouth,2017-07-16 00:00:00,1.340000000,Conventional
Midsouth,2017-07-16 00:00:00,1.690000000,Organic
Nashville,2017-07-16 00:00:00,1.180000000,Conventional
Nashville,2017-07-16 00:00:00,1.540000000,Organic
New Orleans/Mobile,2017-07-16 00:00:00,1.320000000,Conventional
New Orleans/Mobile,2017-07-16 00:00:00,1.230000000,Organic
New York,2017-07-16 00:00:00,1.570000000,Conventional
New York,2017-07-16 00:00:00,1.790000000,Organic
Northeast,2017-07-16 00:00:00,1.500000000,Conventional
Northeast,2017-07-16 00:00:00,1.660000000,Organic
Northern New England,2017-07-16 00:00:00,1.390000000,Conventional
Northern New England,2017-07-16 00:00:00,1.660000000,Organic
Orlando,2017-07-16 00:00:00,1.420000000,Conventional
Orlando,2017-07-16 00:00:00,1.860000000,Organic
Philadelphia,2017-07-16 00:00:00,1.510000000,Conventional
Philadelphia,2017-07-16 00:00:00,1.630000000,Organic
Phoenix/Tucson,2017-07-16 00:00:00,0.920000000,Conventional
Phoenix/Tucson,2017-07-16 00:00:00,2.060000000,Organic
Pittsburgh,2017-07-16 00:00:00,1.260000000,Conventional
Pittsburgh,2017-07-16 00:00:00,1.420000000,Organic
Plains,2017-07-16 00:00:00,1.380000000,Conventional
Plains,2017-07-16 00:00:00,1.820000000,Organic
Portland,2017-07-16 00:00:00,1.380000000,Conventional
Portland,2017-07-16 00:00:00,2.330000000,Organic
Raleigh/Greensboro,2017-07-16 00:00:00,1.300000000,Conventional
Raleigh/Greensboro,2017-07-16 00:00:00,1.990000000,Organic
Richmond/Norfolk,2017-07-16 00:00:00,1.170000000,Conventional
Richmond/Norfolk,2017-07-16 00:00:00,1.710000000,Organic
Roanoke,2017-07-16 00:00:00,1.160000000,Conventional
Roanoke,2017-07-16 00:00:00,1.640000000,Organic
Sacramento,2017-07-16 00:00:00,1.580000000,Conventional
Sacramento,2017-07-16 00:00:00,2.190000000,Organic
San Diego,2017-07-16 00:00:00,1.480000000,Conventional
San Diego,2017-07-16 00:00:00,2.300000000,Organic
San Francisco,2017-07-16 00:00:00,1.740000000,Conventional
San Francisco,2017-07-16 00:00:00,2.400000000,Organic
Seattle,2017-07-16 00:00:00,1.680000000,Conventional
Seattle,2017-07-16 00:00:00,2.610000000,Organic
South Carolina,2017-07-16 00:00:00,1.280000000,Conventional
South Carolina,2017-07-16 00:00:00,1.830000000,Organic
South Central,2017-07-16 00:00:00,1.020000000,Conventional
South Central,2017-07-16 00:00:00,1.460000000,Organic
Southeast,2017-07-16 00:00:00,1.360000000,Conventional
Southeast,2017-07-16 00:00:00,1.780000000,Organic
Spokane,2017-07-16 00:00:00,1.350000000,Conventional
Spokane,2017-07-16 00:00:00,2.550000000,Organic
St. Louis,2017-07-16 00:00:00,1.450000000,Conventional
St. Louis,2017-07-16 00:00:00,2.220000000,Organic
Syracuse,2017-07-16 00:00:00,1.380000000,Conventional
Syracuse,2017-07-16 00:00:00,1.350000000,Organic
Tampa,2017-07-16 00:00:00,1.500000000,Conventional
Tampa,2017-07-16 00:00:00,1.560000000,Organic
West,2017-07-16 00:00:00,1.280000000,Conventional
West,2017-07-16 00:00:00,2.220000000,Organic
West Tex/New Mexico,2017-07-16 00:00:00,0.950000000,Conventional
West Tex/New Mexico,2017-07-16 00:00:00,1.600000000,Organic
Albany,2017-07-23 00:00:00,1.490000000,Conventional
Albany,2017-07-23 00:00:00,1.420000000,Organic
Atlanta,2017-07-23 00:00:00,1.240000000,Conventional
Atlanta,2017-07-23 00:00:00,1.850000000,Organic
Baltimore/Washington,2017-07-23 00:00:00,1.480000000,Conventional
Baltimore/Washington,2017-07-23 00:00:00,1.510000000,Organic
Boise,2017-07-23 00:00:00,1.510000000,Conventional
Boise,2017-07-23 00:00:00,2.230000000,Organic
Boston,2017-07-23 00:00:00,1.370000000,Conventional
Boston,2017-07-23 00:00:00,1.590000000,Organic
Buffalo/Rochester,2017-07-23 00:00:00,1.340000000,Conventional
Buffalo/Rochester,2017-07-23 00:00:00,1.280000000,Organic
California,2017-07-23 00:00:00,1.460000000,Conventional
California,2017-07-23 00:00:00,2.170000000,Organic
Charlotte,2017-07-23 00:00:00,1.390000000,Conventional
Charlotte,2017-07-23 00:00:00,2.000000000,Organic
Chicago,2017-07-23 00:00:00,1.590000000,Conventional
Chicago,2017-07-23 00:00:00,1.880000000,Organic
Cincinnati/Dayton,2017-07-23 00:00:00,1.470000000,Conventional
Cincinnati/Dayton,2017-07-23 00:00:00,1.820000000,Organic
Columbus,2017-07-23 00:00:00,1.390000000,Conventional
Columbus,2017-07-23 00:00:00,1.730000000,Organic
Dallas/Ft. Worth,2017-07-23 00:00:00,0.990000000,Conventional
Dallas/Ft. Worth,2017-07-23 00:00:00,1.570000000,Organic
Denver,2017-07-23 00:00:00,1.150000000,Conventional
Denver,2017-07-23 00:00:00,1.830000000,Organic
Detroit,2017-07-23 00:00:00,1.550000000,Conventional
Detroit,2017-07-23 00:00:00,1.740000000,Organic
Grand Rapids,2017-07-23 00:00:00,1.680000000,Conventional
Grand Rapids,2017-07-23 00:00:00,1.270000000,Organic
Great Lakes,2017-07-23 00:00:00,1.470000000,Conventional
Great Lakes,2017-07-23 00:00:00,1.680000000,Organic
Harrisburg/Scranton,2017-07-23 00:00:00,1.380000000,Conventional
Harrisburg/Scranton,2017-07-23 00:00:00,1.430000000,Organic
Hartford/Springfield,2017-07-23 00:00:00,1.590000000,Conventional
Hartford/Springfield,2017-07-23 00:00:00,1.950000000,Organic
Houston,2017-07-23 00:00:00,1.020000000,Conventional
Houston,2017-07-23 00:00:00,1.410000000,Organic
Indianapolis,2017-07-23 00:00:00,1.360000000,Conventional
Indianapolis,2017-07-23 00:00:00,1.600000000,Organic
Jacksonville,2017-07-23 00:00:00,1.440000000,Conventional
Jacksonville,2017-07-23 00:00:00,2.040000000,Organic
Las Vegas,2017-07-23 00:00:00,1.280000000,Conventional
Las Vegas,2017-07-23 00:00:00,1.890000000,Organic
Los Angeles,2017-07-23 00:00:00,1.380000000,Conventional
Los Angeles,2017-07-23 00:00:00,2.070000000,Organic
Louisville,2017-07-23 00:00:00,1.370000000,Conventional
Louisville,2017-07-23 00:00:00,1.600000000,Organic
Miami/Ft. Lauderdale,2017-07-23 00:00:00,1.470000000,Conventional
Miami/Ft. Lauderdale,2017-07-23 00:00:00,1.410000000,Organic
Midsouth,2017-07-23 00:00:00,1.340000000,Conventional
Midsouth,2017-07-23 00:00:00,1.570000000,Organic
Nashville,2017-07-23 00:00:00,1.210000000,Conventional
Nashville,2017-07-23 00:00:00,1.430000000,Organic
New Orleans/Mobile,2017-07-23 00:00:00,1.390000000,Conventional
New Orleans/Mobile,2017-07-23 00:00:00,1.280000000,Organic
New York,2017-07-23 00:00:00,1.550000000,Conventional
New York,2017-07-23 00:00:00,1.850000000,Organic
Northeast,2017-07-23 00:00:00,1.460000000,Conventional
Northeast,2017-07-23 00:00:00,1.630000000,Organic
Northern New England,2017-07-23 00:00:00,1.380000000,Conventional
Northern New England,2017-07-23 00:00:00,1.590000000,Organic
Orlando,2017-07-23 00:00:00,1.380000000,Conventional
Orlando,2017-07-23 00:00:00,1.790000000,Organic
Philadelphia,2017-07-23 00:00:00,1.470000000,Conventional
Philadelphia,2017-07-23 00:00:00,1.590000000,Organic
Phoenix/Tucson,2017-07-23 00:00:00,0.890000000,Conventional
Phoenix/Tucson,2017-07-23 00:00:00,2.040000000,Organic
Pittsburgh,2017-07-23 00:00:00,1.290000000,Conventional
Pittsburgh,2017-07-23 00:00:00,1.280000000,Organic
Plains,2017-07-23 00:00:00,1.390000000,Conventional
Plains,2017-07-23 00:00:00,1.720000000,Organic
Portland,2017-07-23 00:00:00,1.150000000,Conventional
Portland,2017-07-23 00:00:00,2.350000000,Organic
Raleigh/Greensboro,2017-07-23 00:00:00,1.310000000,Conventional
Raleigh/Greensboro,2017-07-23 00:00:00,1.950000000,Organic
Richmond/Norfolk,2017-07-23 00:00:00,1.130000000,Conventional
Richmond/Norfolk,2017-07-23 00:00:00,1.450000000,Organic
Roanoke,2017-07-23 00:00:00,1.170000000,Conventional
Roanoke,2017-07-23 00:00:00,1.490000000,Organic
Sacramento,2017-07-23 00:00:00,1.460000000,Conventional
Sacramento,2017-07-23 00:00:00,1.970000000,Organic
San Diego,2017-07-23 00:00:00,1.460000000,Conventional
San Diego,2017-07-23 00:00:00,2.310000000,Organic
San Francisco,2017-07-23 00:00:00,1.660000000,Conventional
San Francisco,2017-07-23 00:00:00,2.440000000,Organic
Seattle,2017-07-23 00:00:00,1.540000000,Conventional
Seattle,2017-07-23 00:00:00,2.610000000,Organic
South Carolina,2017-07-23 00:00:00,1.300000000,Conventional
South Carolina,2017-07-23 00:00:00,1.810000000,Organic
South Central,2017-07-23 00:00:00,1.050000000,Conventional
South Central,2017-07-23 00:00:00,1.520000000,Organic
Southeast,2017-07-23 00:00:00,1.360000000,Conventional
Southeast,2017-07-23 00:00:00,1.720000000,Organic
Spokane,2017-07-23 00:00:00,1.440000000,Conventional
Spokane,2017-07-23 00:00:00,2.660000000,Organic
St. Louis,2017-07-23 00:00:00,1.330000000,Conventional
St. Louis,2017-07-23 00:00:00,2.220000000,Organic
Syracuse,2017-07-23 00:00:00,1.380000000,Conventional
Syracuse,2017-07-23 00:00:00,1.250000000,Organic
Tampa,2017-07-23 00:00:00,1.420000000,Conventional
Tampa,2017-07-23 00:00:00,1.550000000,Organic
West,2017-07-23 00:00:00,1.180000000,Conventional
West,2017-07-23 00:00:00,2.160000000,Organic
West Tex/New Mexico,2017-07-23 00:00:00,1.030000000,Conventional
West Tex/New Mexico,2017-07-23 00:00:00,1.600000000,Organic
Albany,2017-07-30 00:00:00,1.610000000,Conventional
Albany,2017-07-30 00:00:00,1.670000000,Organic
Atlanta,2017-07-30 00:00:00,1.340000000,Conventional
Atlanta,2017-07-30 00:00:00,1.780000000,Organic
Baltimore/Washington,2017-07-30 00:00:00,1.470000000,Conventional
Baltimore/Washington,2017-07-30 00:00:00,1.600000000,Organic
Boise,2017-07-30 00:00:00,1.540000000,Conventional
Boise,2017-07-30 00:00:00,2.210000000,Organic
Boston,2017-07-30 00:00:00,1.480000000,Conventional
Boston,2017-07-30 00:00:00,1.610000000,Organic
Buffalo/Rochester,2017-07-30 00:00:00,1.320000000,Conventional
Buffalo/Rochester,2017-07-30 00:00:00,1.440000000,Organic
California,2017-07-30 00:00:00,1.380000000,Conventional
California,2017-07-30 00:00:00,2.140000000,Organic
Charlotte,2017-07-30 00:00:00,1.400000000,Conventional
Charlotte,2017-07-30 00:00:00,2.070000000,Organic
Chicago,2017-07-30 00:00:00,1.620000000,Conventional
Chicago,2017-07-30 00:00:00,1.900000000,Organic
Cincinnati/Dayton,2017-07-30 00:00:00,1.480000000,Conventional
Cincinnati/Dayton,2017-07-30 00:00:00,1.850000000,Organic
Columbus,2017-07-30 00:00:00,1.220000000,Conventional
Columbus,2017-07-30 00:00:00,1.610000000,Organic
Dallas/Ft. Worth,2017-07-30 00:00:00,1.030000000,Conventional
Dallas/Ft. Worth,2017-07-30 00:00:00,1.620000000,Organic
Denver,2017-07-30 00:00:00,1.190000000,Conventional
Denver,2017-07-30 00:00:00,1.830000000,Organic
Detroit,2017-07-30 00:00:00,1.290000000,Conventional
Detroit,2017-07-30 00:00:00,1.610000000,Organic
Grand Rapids,2017-07-30 00:00:00,1.630000000,Conventional
Grand Rapids,2017-07-30 00:00:00,1.330000000,Organic
Great Lakes,2017-07-30 00:00:00,1.440000000,Conventional
Great Lakes,2017-07-30 00:00:00,1.650000000,Organic
Harrisburg/Scranton,2017-07-30 00:00:00,1.360000000,Conventional
Harrisburg/Scranton,2017-07-30 00:00:00,1.590000000,Organic
Hartford/Springfield,2017-07-30 00:00:00,1.560000000,Conventional
Hartford/Springfield,2017-07-30 00:00:00,2.100000000,Organic
Houston,2017-07-30 00:00:00,1.000000000,Conventional
Houston,2017-07-30 00:00:00,1.410000000,Organic
Indianapolis,2017-07-30 00:00:00,1.410000000,Conventional
Indianapolis,2017-07-30 00:00:00,1.490000000,Organic
Jacksonville,2017-07-30 00:00:00,1.430000000,Conventional
Jacksonville,2017-07-30 00:00:00,1.780000000,Organic
Las Vegas,2017-07-30 00:00:00,1.290000000,Conventional
Las Vegas,2017-07-30 00:00:00,1.720000000,Organic
Los Angeles,2017-07-30 00:00:00,1.390000000,Conventional
Los Angeles,2017-07-30 00:00:00,2.100000000,Organic
Louisville,2017-07-30 00:00:00,1.300000000,Conventional
Louisville,2017-07-30 00:00:00,1.560000000,Organic
Miami/Ft. Lauderdale,2017-07-30 00:00:00,1.460000000,Conventional
Miami/Ft. Lauderdale,2017-07-30 00:00:00,1.380000000,Organic
Midsouth,2017-07-30 00:00:00,1.340000000,Conventional
Midsouth,2017-07-30 00:00:00,1.680000000,Organic
Nashville,2017-07-30 00:00:00,1.140000000,Conventional
Nashville,2017-07-30 00:00:00,1.500000000,Organic
New Orleans/Mobile,2017-07-30 00:00:00,1.400000000,Conventional
New Orleans/Mobile,2017-07-30 00:00:00,1.250000000,Organic
New York,2017-07-30 00:00:00,1.520000000,Conventional
New York,2017-07-30 00:00:00,1.880000000,Organic
Northeast,2017-07-30 00:00:00,1.490000000,Conventional
Northeast,2017-07-30 00:00:00,1.740000000,Organic
Northern New England,2017-07-30 00:00:00,1.550000000,Conventional
Northern New England,2017-07-30 00:00:00,1.680000000,Organic
Orlando,2017-07-30 00:00:00,1.400000000,Conventional
Orlando,2017-07-30 00:00:00,1.690000000,Organic
Philadelphia,2017-07-30 00:00:00,1.470000000,Conventional
Philadelphia,2017-07-30 00:00:00,1.740000000,Organic
Phoenix/Tucson,2017-07-30 00:00:00,0.960000000,Conventional
Phoenix/Tucson,2017-07-30 00:00:00,1.900000000,Organic
Pittsburgh,2017-07-30 00:00:00,1.290000000,Conventional
Pittsburgh,2017-07-30 00:00:00,1.430000000,Organic
Plains,2017-07-30 00:00:00,1.460000000,Conventional
Plains,2017-07-30 00:00:00,1.730000000,Organic
Portland,2017-07-30 00:00:00,1.340000000,Conventional
Portland,2017-07-30 00:00:00,2.290000000,Organic
Raleigh/Greensboro,2017-07-30 00:00:00,1.310000000,Conventional
Raleigh/Greensboro,2017-07-30 00:00:00,2.110000000,Organic
Richmond/Norfolk,2017-07-30 00:00:00,1.260000000,Conventional
Richmond/Norfolk,2017-07-30 00:00:00,1.560000000,Organic
Roanoke,2017-07-30 00:00:00,1.290000000,Conventional
Roanoke,2017-07-30 00:00:00,1.590000000,Organic
Sacramento,2017-07-30 00:00:00,1.410000000,Conventional
Sacramento,2017-07-30 00:00:00,1.860000000,Organic
San Diego,2017-07-30 00:00:00,1.480000000,Conventional
San Diego,2017-07-30 00:00:00,2.370000000,Organic
San Francisco,2017-07-30 00:00:00,1.300000000,Conventional
San Francisco,2017-07-30 00:00:00,2.140000000,Organic
Seattle,2017-07-30 00:00:00,1.720000000,Conventional
Seattle,2017-07-30 00:00:00,2.600000000,Organic
South Carolina,2017-07-30 00:00:00,1.300000000,Conventional
South Carolina,2017-07-30 00:00:00,1.570000000,Organic
South Central,2017-07-30 00:00:00,1.060000000,Conventional
South Central,2017-07-30 00:00:00,1.520000000,Organic
Southeast,2017-07-30 00:00:00,1.380000000,Conventional
Southeast,2017-07-30 00:00:00,1.630000000,Organic
Spokane,2017-07-30 00:00:00,1.560000000,Conventional
Spokane,2017-07-30 00:00:00,2.380000000,Organic
St. Louis,2017-07-30 00:00:00,1.520000000,Conventional
St. Louis,2017-07-30 00:00:00,2.110000000,Organic
Syracuse,2017-07-30 00:00:00,1.430000000,Conventional
Syracuse,2017-07-30 00:00:00,1.440000000,Organic
Tampa,2017-07-30 00:00:00,1.440000000,Conventional
Tampa,2017-07-30 00:00:00,1.570000000,Organic
West,2017-07-30 00:00:00,1.250000000,Conventional
West,2017-07-30 00:00:00,2.100000000,Organic
West Tex/New Mexico,2017-07-30 00:00:00,1.010000000,Conventional
West Tex/New Mexico,2017-07-30 00:00:00,1.670000000,Organic
Albany,2017-08-06 00:00:00,1.530000000,Conventional
Albany,2017-08-06 00:00:00,1.520000000,Conventional
Albany,2017-08-06 00:00:00,1.980000000,Organic
Atlanta,2017-08-06 00:00:00,1.360000000,Conventional
Atlanta,2017-08-06 00:00:00,1.970000000,Organic
Baltimore/Washington,2017-08-06 00:00:00,1.470000000,Conventional
Baltimore/Washington,2017-08-06 00:00:00,1.650000000,Organic
Boise,2017-08-06 00:00:00,1.540000000,Conventional
Boise,2017-08-06 00:00:00,2.210000000,Organic
Boston,2017-08-06 00:00:00,1.550000000,Conventional
Boston,2017-08-06 00:00:00,1.610000000,Organic
Buffalo/Rochester,2017-08-06 00:00:00,1.320000000,Conventional
Buffalo/Rochester,2017-08-06 00:00:00,1.340000000,Organic
California,2017-08-06 00:00:00,1.360000000,Conventional
California,2017-08-06 00:00:00,2.180000000,Organic
Charlotte,2017-08-06 00:00:00,1.430000000,Conventional
Charlotte,2017-08-06 00:00:00,2.360000000,Organic
Chicago,2017-08-06 00:00:00,1.720000000,Conventional
Chicago,2017-08-06 00:00:00,1.740000000,Organic
Cincinnati/Dayton,2017-08-06 00:00:00,1.460000000,Conventional
Cincinnati/Dayton,2017-08-06 00:00:00,2.060000000,Organic
Columbus,2017-08-06 00:00:00,1.210000000,Conventional
Columbus,2017-08-06 00:00:00,1.720000000,Organic
Dallas/Ft. Worth,2017-08-06 00:00:00,0.980000000,Conventional
Dallas/Ft. Worth,2017-08-06 00:00:00,1.630000000,Organic
Denver,2017-08-06 00:00:00,1.430000000,Conventional
Denver,2017-08-06 00:00:00,1.950000000,Organic
Detroit,2017-08-06 00:00:00,1.250000000,Conventional
Detroit,2017-08-06 00:00:00,1.680000000,Organic
Grand Rapids,2017-08-06 00:00:00,1.450000000,Conventional
Grand Rapids,2017-08-06 00:00:00,1.290000000,Organic
Great Lakes,2017-08-06 00:00:00,1.420000000,Conventional
Great Lakes,2017-08-06 00:00:00,1.650000000,Organic
Harrisburg/Scranton,2017-08-06 00:00:00,1.370000000,Conventional
Harrisburg/Scranton,2017-08-06 00:00:00,1.630000000,Organic
Hartford/Springfield,2017-08-06 00:00:00,1.600000000,Conventional
Hartford/Springfield,2017-08-06 00:00:00,2.110000000,Organic
Houston,2017-08-06 00:00:00,0.990000000,Conventional
Houston,2017-08-06 00:00:00,1.400000000,Organic
Indianapolis,2017-08-06 00:00:00,1.350000000,Conventional
Indianapolis,2017-08-06 00:00:00,1.450000000,Organic
Jacksonville,2017-08-06 00:00:00,1.440000000,Conventional
Jacksonville,2017-08-06 00:00:00,2.090000000,Organic
Las Vegas,2017-08-06 00:00:00,1.300000000,Conventional
Las Vegas,2017-08-06 00:00:00,1.740000000,Organic
Los Angeles,2017-08-06 00:00:00,1.220000000,Conventional
Los Angeles,2017-08-06 00:00:00,2.100000000,Organic
Louisville,2017-08-06 00:00:00,1.300000000,Conventional
Louisville,2017-08-06 00:00:00,1.730000000,Organic
Miami/Ft. Lauderdale,2017-08-06 00:00:00,1.480000000,Conventional
Miami/Ft. Lauderdale,2017-08-06 00:00:00,1.500000000,Organic
Midsouth,2017-08-06 00:00:00,1.340000000,Conventional
Midsouth,2017-08-06 00:00:00,1.880000000,Organic
Nashville,2017-08-06 00:00:00,1.130000000,Conventional
Nashville,2017-08-06 00:00:00,1.540000000,Organic
New Orleans/Mobile,2017-08-06 00:00:00,1.330000000,Conventional
New Orleans/Mobile,2017-08-06 00:00:00,1.180000000,Organic
New York,2017-08-06 00:00:00,1.560000000,Conventional
New York,2017-08-06 00:00:00,1.910000000,Organic
Northeast,2017-08-06 00:00:00,1.520000000,Conventional
Northeast,2017-08-06 00:00:00,1.740000000,Organic
Northern New England,2017-08-06 00:00:00,1.590000000,Conventional
Northern New England,2017-08-06 00:00:00,1.680000000,Organic
Orlando,2017-08-06 00:00:00,1.410000000,Conventional
Orlando,2017-08-06 00:00:00,1.820000000,Organic
Philadelphia,2017-08-06 00:00:00,1.480000000,Conventional
Philadelphia,2017-08-06 00:00:00,1.780000000,Organic
Phoenix/Tucson,2017-08-06 00:00:00,0.940000000,Conventional
Phoenix/Tucson,2017-08-06 00:00:00,1.840000000,Organic
Pittsburgh,2017-08-06 00:00:00,1.290000000,Conventional
Pittsburgh,2017-08-06 00:00:00,1.430000000,Organic
Plains,2017-08-06 00:00:00,1.430000000,Conventional
Plains,2017-08-06 00:00:00,1.800000000,Organic
Portland,2017-08-06 00:00:00,1.580000000,Conventional
Portland,2017-08-06 00:00:00,2.140000000,Organic
Raleigh/Greensboro,2017-08-06 00:00:00,1.290000000,Conventional
Raleigh/Greensboro,2017-08-06 00:00:00,2.510000000,Organic
Richmond/Norfolk,2017-08-06 00:00:00,1.260000000,Conventional
Richmond/Norfolk,2017-08-06 00:00:00,1.660000000,Organic
Roanoke,2017-08-06 00:00:00,1.290000000,Conventional
Roanoke,2017-08-06 00:00:00,1.810000000,Organic
Sacramento,2017-08-06 00:00:00,1.460000000,Conventional
Sacramento,2017-08-06 00:00:00,1.990000000,Organic
San Diego,2017-08-06 00:00:00,1.340000000,Conventional
San Diego,2017-08-06 00:00:00,2.370000000,Organic
San Francisco,2017-08-06 00:00:00,1.620000000,Conventional
San Francisco,2017-08-06 00:00:00,2.330000000,Organic
Seattle,2017-08-06 00:00:00,1.730000000,Conventional
Seattle,2017-08-06 00:00:00,2.580000000,Organic
South Carolina,2017-08-06 00:00:00,1.370000000,Conventional
South Carolina,2017-08-06 00:00:00,1.740000000,Organic
South Central,2017-08-06 00:00:00,1.030000000,Conventional
South Central,2017-08-06 00:00:00,1.480000000,Organic
Southeast,2017-08-06 00:00:00,1.410000000,Conventional
Southeast,2017-08-06 00:00:00,1.780000000,Organic
Spokane,2017-08-06 00:00:00,1.550000000,Conventional
Spokane,2017-08-06 00:00:00,2.450000000,Organic
St. Louis,2017-08-06 00:00:00,1.490000000,Conventional
St. Louis,2017-08-06 00:00:00,2.150000000,Organic
Syracuse,2017-08-06 00:00:00,1.400000000,Conventional
Syracuse,2017-08-06 00:00:00,1.370000000,Organic
Tampa,2017-08-06 00:00:00,1.460000000,Conventional
Tampa,2017-08-06 00:00:00,1.600000000,Organic
West,2017-08-06 00:00:00,1.320000000,Conventional
West,2017-08-06 00:00:00,2.100000000,Organic
West Tex/New Mexico,2017-08-06 00:00:00,0.950000000,Conventional
West Tex/New Mexico,2017-08-06 00:00:00,1.780000000,Organic
Albany,2017-08-13 00:00:00,1.900000000,Organic
Atlanta,2017-08-13 00:00:00,1.370000000,Conventional
Atlanta,2017-08-13 00:00:00,2.140000000,Organic
Baltimore/Washington,2017-08-13 00:00:00,1.480000000,Conventional
Baltimore/Washington,2017-08-13 00:00:00,1.660000000,Organic
Boise,2017-08-13 00:00:00,1.510000000,Conventional
Boise,2017-08-13 00:00:00,2.320000000,Organic
Boston,2017-08-13 00:00:00,1.520000000,Conventional
Boston,2017-08-13 00:00:00,1.770000000,Organic
Buffalo/Rochester,2017-08-13 00:00:00,1.320000000,Conventional
Buffalo/Rochester,2017-08-13 00:00:00,1.270000000,Organic
California,2017-08-13 00:00:00,1.260000000,Conventional
California,2017-08-13 00:00:00,2.210000000,Organic
Charlotte,2017-08-13 00:00:00,1.470000000,Conventional
Charlotte,2017-08-13 00:00:00,2.350000000,Organic
Chicago,2017-08-13 00:00:00,1.890000000,Conventional
Chicago,2017-08-13 00:00:00,1.690000000,Organic
Cincinnati/Dayton,2017-08-13 00:00:00,1.340000000,Conventional
Cincinnati/Dayton,2017-08-13 00:00:00,1.970000000,Organic
Columbus,2017-08-13 00:00:00,1.520000000,Conventional
Columbus,2017-08-13 00:00:00,1.730000000,Organic
Dallas/Ft. Worth,2017-08-13 00:00:00,1.000000000,Conventional
Dallas/Ft. Worth,2017-08-13 00:00:00,1.680000000,Organic
Denver,2017-08-13 00:00:00,1.460000000,Conventional
Denver,2017-08-13 00:00:00,2.080000000,Organic
Detroit,2017-08-13 00:00:00,1.550000000,Conventional
Detroit,2017-08-13 00:00:00,1.540000000,Organic
Grand Rapids,2017-08-13 00:00:00,1.700000000,Conventional
Grand Rapids,2017-08-13 00:00:00,1.180000000,Organic
Great Lakes,2017-08-13 00:00:00,1.570000000,Conventional
Great Lakes,2017-08-13 00:00:00,1.540000000,Organic
Harrisburg/Scranton,2017-08-13 00:00:00,1.430000000,Conventional
Harrisburg/Scranton,2017-08-13 00:00:00,1.690000000,Organic
Hartford/Springfield,2017-08-13 00:00:00,1.630000000,Conventional
Hartford/Springfield,2017-08-13 00:00:00,2.260000000,Organic
Houston,2017-08-13 00:00:00,0.990000000,Conventional
Houston,2017-08-13 00:00:00,1.390000000,Organic
Indianapolis,2017-08-13 00:00:00,1.490000000,Conventional
Indianapolis,2017-08-13 00:00:00,1.410000000,Organic
Jacksonville,2017-08-13 00:00:00,1.490000000,Conventional
Jacksonville,2017-08-13 00:00:00,2.000000000,Organic
Las Vegas,2017-08-13 00:00:00,1.180000000,Conventional
Las Vegas,2017-08-13 00:00:00,2.050000000,Organic
Los Angeles,2017-08-13 00:00:00,1.190000000,Conventional
Los Angeles,2017-08-13 00:00:00,2.040000000,Organic
Louisville,2017-08-13 00:00:00,1.380000000,Conventional
Louisville,2017-08-13 00:00:00,1.670000000,Organic
Miami/Ft. Lauderdale,2017-08-13 00:00:00,1.510000000,Conventional
Miami/Ft. Lauderdale,2017-08-13 00:00:00,1.470000000,Organic
Midsouth,2017-08-13 00:00:00,1.370000000,Conventional
Midsouth,2017-08-13 00:00:00,1.850000000,Organic
Nashville,2017-08-13 00:00:00,1.050000000,Conventional
Nashville,2017-08-13 00:00:00,1.610000000,Organic
New Orleans/Mobile,2017-08-13 00:00:00,1.390000000,Conventional
New Orleans/Mobile,2017-08-13 00:00:00,1.200000000,Organic
New York,2017-08-13 00:00:00,1.580000000,Conventional
New York,2017-08-13 00:00:00,2.070000000,Organic
Northeast,2017-08-13 00:00:00,1.490000000,Conventional
Northeast,2017-08-13 00:00:00,1.850000000,Organic
Northern New England,2017-08-13 00:00:00,1.240000000,Conventional
Northern New England,2017-08-13 00:00:00,1.690000000,Organic
Orlando,2017-08-13 00:00:00,1.440000000,Conventional
Orlando,2017-08-13 00:00:00,2.120000000,Organic
Philadelphia,2017-08-13 00:00:00,1.540000000,Conventional
Philadelphia,2017-08-13 00:00:00,1.790000000,Organic
Phoenix/Tucson,2017-08-13 00:00:00,1.010000000,Conventional
Phoenix/Tucson,2017-08-13 00:00:00,2.010000000,Organic
Pittsburgh,2017-08-13 00:00:00,1.270000000,Conventional
Pittsburgh,2017-08-13 00:00:00,1.440000000,Organic
Plains,2017-08-13 00:00:00,1.430000000,Conventional
